Acácio Lino de Magalhães
Alexandre Marai Pinheiro Torres
Amadeo de Souza Cardoso
António Teixeira Carneiro Júnior
Artur Carlos de Barros Basto
Augusto Casimiro dos Santos
Ilídio Ribeiro Covelo Sardoeira
Joaquim Pereira Teixeira de Vasconcelos – Teixeira de Pascoaes
Manuel Aníbal da Costa Monterroso
Maria Agustina Ferreira Teixeira Bessa – Agustina Bessa-Luís
Paulino António Cabral de Vasconcelos – Abade de Jazente
