Festa em Honra de S. Mamede – Bustelo / de 17 agosto – Bianual
Festa da Nossa Senhora do Castelo – Carvalho de Rei / 3º domingo de junho
Festa em Honra de S. Martinho – Carvalho de Rei / Agosto
