Festa em Honra da Nossa Senhora dos Passos – Mancelos / Domingo antes da Páscoa
Festa em Honra de S. Martinho – Mancelos / Novembro
"Festa em Honra da Nossa Senhora da Conceição – Mancelos / 8, 9 e 10 de dezembro"
