Festa do Menino Jesus – Real – Vila Meã / 1º domingo de Janeiro 
Festa em Honra de S. Brás – Real – Vila Meã / 2 e 3 de fevereiro
Festa em Honra do Padroeiro Divino Salvador – Real – Vila Meã / Último domingo de agosto
