Festa em Honra de Nossa Senhora da Corvachã – Candemil / Último fim de semana de maio
Festa em Honra de S. Cristovão – Candemil / agosto (data variável) – Bianual 
Festa em Honra de Nossa Senhora dos Remédios – Candemil (Murgido) / agosto (data variável) – Bianual
Festa em Honra de S. José – Candemil (Espinheiro) / agosto (data variável) – Bianual
