Agostinho Alão de Moraes Pimentel 
Agostinho Monteiro Pinto Brandão 
António Cerqueira Moura Coutinho e Magalhães 
António José Ribeiro dos Santos 
António Manoel da Silva Barbosa 
António Pereira de Azevedo 
António Taveira de Carvalho Pinto de Meneses 
António Teixeira de Azevedo Cabral 
Artur de Moura Bastos 
Bernardo da Costa Teixeira da Fonseca 
Casimiro Augusto Pinto de Magalhães 
Custódio José da Costa Mesquita 
Francisco de Magalhães Pereira Pinto de Sousa 
Francisco Joaquim Pereira do Lago Cerqueira 
Francisco Joaquim Pereira Valente 
João Inácio de Sousa Pinto 
João Pereira Teixeira de Vasconcelos 
João Pinto da Cunha Ferreira 
João Pinto da Cunha Júnior 
Joaquim Augusto Ferreira Cardoso 
Joaquim Augusto Rodrigues Coimbra 
Joaquim Leite de Carvalho 
José Guedes Cardoso da Motta 
José Joaquim Ribeiro Cerqueira 
José Monteiro da Silva 
José Monteiro de Carvalho Pinto Taveira Brandão 
José Taveira de Carvalho Pinto de Meneses 
José Vicente Brochado 
Luís Falcão de Magalhães 
Manoel António da Cunha Brandão 
Miguel Pinto Martins 
Pedro Maria de Macedo 
