Festa em Honra de S. Sebastião – Aboadela / 20 de janeiro
Festa em Honra de S. Brás – Aboadela / 3 de fevereiro
Festa em Honra da Padroeira Senhora da Aboadela – Aboadela / 15 de agosto
Festa em Honra de S. Bento – Aboadela / 1º de novembro
Festa em Honra do Padroeiro – Sanche / 4 de abril
Festa em Honra do S. Isidro – Sanche / 1º fim de semana de agosto
