Actijovens – Associação Juvenil de Ansiães
Associação Cultural e Desportiva “Águias do Marão”
Associação Cultural e Recreativa “Orquestra Ligeira Amarantina”
Associação Cultural e Recreativa “Os Amigos das Azenhas”
Associação Cultural e Recreativa “Os Traquinas de Gouveia”
Associação Cultural e Recreativa da Tuna de Gondar
Associação Cultural e Recreativa de Amarante
Associação Cultural e Recreativa de Gouveia – S. Simão
Associação Cultural e Recreativa de Rebordelo
Associação Cultural e Recreativa de S. Martinho de Mancelos
Associação Cultural e Recreativa de São Veríssimo
Associação Cultural e Recreativa do Outeiro
Associação dos Antigos Alunos do Colégio de S. Gonçalo de Amarante
Associação Recreativa de Padronelo
Associação Recreativa e Cultural Aboinense
Associação Recreativa e Cultural Cavaquinhos de Vila Meã
Associação Recreativa e Cultural dos Jovens de Gondar
Associação Recreativa e Cultural Jazentina
Ateneu Caixeirense Recreativo
Banda de Musica de Fregim
Banda de S. Martinho de Mancelos
Banda dos Bombeiros Voluntários de Amarante
Banda Musical de Amarante
Banda Musical de Várzea
Bombos “Os Amigos da Borga”
Bombos “Unidos da Farrafa”
Bombos As Rosas de Santa Maria de Jazente
Bombos Santiago Figueiró
Centro Cultural e Recreativo de Bustelo
Centro Cultural e Recreativo de S. Simão
Centro Cultural e Recreativo de Sanche
Chulada de Carvalho de Rei
Chulada de S. Simão
Cineclube de Amarante
Clube Amarantino
Confraria da Santa Bengala
Coro Polifónico de Amarante
Federação das Associações Juvenis de Amarante 
Festada de Fervensas
Festada do Tâmega
Filarmónica Amarantina
Grémio Recreativo dos Empregados do Comércio de Amarante
Grupo Cénico de Bustelo
Grupo Cultural e Recreativo Padronelense
Grupo de Amigos de Folclore
Grupo de Amigos do Folclore
Grupo de Bombos “Os Unidos da Paródia”
Grupo de Bombos de Candemil
Grupo de Bombos de Santa Maria de Jazente
Grupo de Bombos de Santo André
Grupo de Bombos e Zés Pereiras “Os Completos”
Grupo de Bombos Regional de S. Simão
Grupo de Bombos Santo Estevão
Grupo de Bombos Silva & Filho 
Grupo Dramático Amarantino
Grupo Dramático Fregim Artístico
Grupo Folclórico da Lomba
Grupo Folclórico de Bustelo
Grupo Folclórico de Cantares e Danças de Santa Cruz de Riba Tâmega
Grupo Folclórico de Carneiro
Grupo Folclórico de Telões 
Grupo Teatral “Os Unidos da Vida Alegre”
Orfeão Académico Amarantino
Orquestra-Jazz Amarantina
"Própagode, Associação Cultural e Musical "
Rancho Folclórico da Casa do Povo de Figueiró Santiago
Rancho Folclórico da Casa do Povo de Louredo e Fregim
Rancho Folclórico de S. Martinho de Mancelos
Rancho Folclórico de S. Simão
Rancho Folclórico de Santa Cruz de Vila Meã
Rancho Folclórico de Várzea
Rancho Folclórico de Vila Chã do Marão
Rancho Folclórico de Vilarinho
Rancho Folclórico do Salvador
Rancho Folclórico e Recreativo de Carneiro
Sanzafos – Grupo de Música Tradicional Portuguesa
Sociedade Recreativa de Aboadela
Tuna de S. Faustino de Fridão
Tuna de S. Paio de Ansiães
Tuna Salvadorense
Tuna União Amarantina
União Musical de Stª Cecília de Mancelos
