Adesco – Associação para o Desenvolvimento Comunitário
Ahtos – Associação de Trabalho Humanitário e Organização Social
Associação “A Terra dos Homens”
Associação de Socorros Mútuos Amarantina
Associação Emília Conceição Babo
Associação Humanitária dos Bombeiros Voluntários de Amarante
Associação Humanitária dos Bombeiros Voluntários de Vila Meã
Bem  Estar – Associação de Solidariedade Social de Gondar
Centro Local de Animação e Promoção Rural
Centro Paroquial e Social do Salvador
Centro Social de Compartes de Ansiães
Centro Social de Jazente
Centro Social e Cultural da Paroquia do Divino Salvador de Real
Centro Social Vale Santa Natália
Conferência S. Vicente de Paulo
Cooperativa Amarantina
Cooperativa de Solidariedade Social “Sonho de Vida”
Cruz Vermelha Portuguesa – Núcleo de Amarante
Patronato da Sagrada Família de Telões
Patronato de Fregim
Sentido Único – Associação Para Amarante Sem Drogas
