Abade de Jazente – Associação Cultural
Associação Amarante Cultural
Associação dos Amigos de António Nobre
Associação Para a Criação do Museu Eduardo Teixeira Pinto
Camerata das Artes
Centro Cultural Amarantino
Centro Cultural de Amarante
Centro Etnográfico de Amarante
Círculo Lago Cerqueira
Clube de Leitores de Amarante
Gatilho - Associação para o Desenvolvimento Atístico-Cultural Local
Grupo dos Amigos da Biblioteca-Museu Municipal de Amarante
Grupo Para a Defesa do Património de Amarante
Marânus – Associação Divulgadora da Vida e Obra de Teixeira de Pascoaes
Polis – Projeto Cultural
